SEA,LON,LAT,ID,CODE,도,분,도,분,LAT2,LON2,LAT2,LON2,LINE_CODE
SY,35˚7.09',129˚8.57',15,A,35,7.09,129,8.57,35.11816667,129.1428333,35.11816667,129.1428333,3
SY,35˚8.61',129˚8.7',1,A,35,8.61,129,8.7',35.1435,#VALUE!,35.1435,#VALUE!,3
SY,35˚8.5',129˚8.7',2,A,35,8.5,129,8.7',35.14166667,#VALUE!,35.14166667,#VALUE!,3
SY,35˚8.39',129˚8.7',3,A,35,8.39,129,8.7',35.13983333,#VALUE!,35.13983333,#VALUE!,3
SY,35˚8.28',129˚8.7',4,A,35,8.28,129,8.7',35.138,#VALUE!,35.138,#VALUE!,3
SY,35˚8.17',129˚8.7',5,A,35,8.17,129,8.7',35.13616667,#VALUE!,35.13616667,#VALUE!,3
SY,35˚8.07',129˚8.7',6,A,35,8.07,129,8.7',35.1345,#VALUE!,35.1345,#VALUE!,3
SY,35˚7.96',129˚8.7',7,A,35,7.96,129,8.7',35.13266667,#VALUE!,35.13266667,#VALUE!,3
SY,35˚7.85',129˚8.7',8,A,35,7.85,129,8.7',35.13083333,#VALUE!,35.13083333,#VALUE!,3
SY,35˚7.74',129˚8.7',9,A,35,7.74,129,8.7',35.129,#VALUE!,35.129,#VALUE!,3
SY,35˚7.63',129˚8.7',10,A,35,7.63,129,8.7',35.12716667,#VALUE!,35.12716667,#VALUE!,3
SY,35˚7.53',129˚8.7',11,A,35,7.53,129,8.7',35.1255,#VALUE!,35.1255,#VALUE!,3
SY,35˚7.42',129˚8.7',12,A,35,7.42,129,8.7',35.12366667,#VALUE!,35.12366667,#VALUE!,3
SY,35˚7.31',129˚8.7',13,A,35,7.31,129,8.7',35.12183333,#VALUE!,35.12183333,#VALUE!,3
SY,35˚7.2',129˚8.7',14,A,35,7.2,129,8.7',35.12,#VALUE!,35.12,#VALUE!,3
SY,35˚7.09',129˚8.7',15,A,35,7.09,129,8.7',35.11816667,#VALUE!,35.11816667,#VALUE!,3
SY,35˚8.61',129˚8.83',1,A,35,8.61,129,8.83,35.1435,129.1471667,35.1435,129.1471667,4
SY,35˚8.5',129˚8.83',2,A,35,8.5,129,8.83,35.14166667,129.1471667,35.14166667,129.1471667,4
SY,35˚8.39',129˚8.83',3,A,35,8.39,129,8.83,35.13983333,129.1471667,35.13983333,129.1471667,4
SY,35˚8.28',129˚8.83',4,A,35,8.28,129,8.83,35.138,129.1471667,35.138,129.1471667,4
SY,35˚8.17',129˚8.83',5,A,35,8.17,129,8.83,35.13616667,129.1471667,35.13616667,129.1471667,4
SY,35˚8.07',129˚8.83',6,A,35,8.07,129,8.83,35.1345,129.1471667,35.1345,129.1471667,4
SY,35˚7.96',129˚8.83',7,A,35,7.96,129,8.83,35.13266667,129.1471667,35.13266667,129.1471667,4
SY,35˚7.85',129˚8.83',8,A,35,7.85,129,8.83,35.13083333,129.1471667,35.13083333,129.1471667,4
SY,35˚7.74',129˚8.83',9,A,35,7.74,129,8.83,35.129,129.1471667,35.129,129.1471667,4
SY,35˚7.63',129˚8.83',10,A,35,7.63,129,8.83,35.12716667,129.1471667,35.12716667,129.1471667,4
SY,35˚7.53',129˚8.83',11,A,35,7.53,129,8.83,35.1255,129.1471667,35.1255,129.1471667,4
SY,35˚7.42',129˚8.83',12,A,35,7.42,129,8.83,35.12366667,129.1471667,35.12366667,129.1471667,4
SY,35˚7.31',129˚8.83',13,A,35,7.31,129,8.83,35.12183333,129.1471667,35.12183333,129.1471667,4
SY,35˚7.2',129˚8.83',14,A,35,7.2,129,8.83,35.12,129.1471667,35.12,129.1471667,4
SY,35˚7.09',129˚8.83',15,A,35,7.09,129,8.83,35.11816667,129.1471667,35.11816667,129.1471667,4
SY,35˚8.61',129˚8.96',1,A,35,8.61,129,8.96,35.1435,129.1493333,35.1435,129.1493333,5
SY,35˚8.5',129˚8.96',2,A,35,8.5,129,8.96,35.14166667,129.1493333,35.14166667,129.1493333,5
SY,35˚8.39',129˚8.96',3,A,35,8.39,129,8.96,35.13983333,129.1493333,35.13983333,129.1493333,5
SY,35˚8.28',129˚8.96',4,A,35,8.28,129,8.96,35.138,129.1493333,35.138,129.1493333,5
SY,35˚8.17',129˚8.96',5,A,35,8.17,129,8.96,35.13616667,129.1493333,35.13616667,129.1493333,5
SY,35˚8.07',129˚8.96',6,A,35,8.07,129,8.96,35.1345,129.1493333,35.1345,129.1493333,5
SY,35˚7.96',129˚8.96',7,A,35,7.96,129,8.96,35.13266667,129.1493333,35.13266667,129.1493333,5
SY,35˚7.85',129˚8.96',8,A,35,7.85,129,8.96,35.13083333,129.1493333,35.13083333,129.1493333,5
SY,35˚7.74',129˚8.96',9,A,35,7.74,129,8.96,35.129,129.1493333,35.129,129.1493333,5
SY,35˚7.63',129˚8.96',10,A,35,7.63,129,8.96,35.12716667,129.1493333,35.12716667,129.1493333,5
SY,35˚7.53',129˚8.96',11,A,35,7.53,129,8.96,35.1255,129.1493333,35.1255,129.1493333,5
SY,35˚7.42',129˚8.96',12,A,35,7.42,129,8.96,35.12366667,129.1493333,35.12366667,129.1493333,5
SY,35˚7.31',129˚8.96',13,A,35,7.31,129,8.96,35.12183333,129.1493333,35.12183333,129.1493333,5
SY,35˚7.2',129˚8.96',14,A,35,7.2,129,8.96,35.12,129.1493333,35.12,129.1493333,5
SY,35˚7.09',129˚8.96',15,A,35,7.09,129,8.96,35.11816667,129.1493333,35.11816667,129.1493333,5
SY,35˚8.61',129˚9.1',1,B,35,8.61,129,9.1,35.1435,129.1516667,35.1435,129.1516667,6
SY,35˚8.5',129˚9.1',2,B,35,8.5,129,9.1,35.14166667,129.1516667,35.14166667,129.1516667,6
SY,35˚8.39',129˚9.1',3,B,35,8.39,129,9.1,35.13983333,129.1516667,35.13983333,129.1516667,6
SY,35˚8.28',129˚9.1',4,B,35,8.28,129,9.1,35.138,129.1516667,35.138,129.1516667,6
SY,35˚8.17',129˚9.1',5,B,35,8.17,129,9.1,35.13616667,129.1516667,35.13616667,129.1516667,6
SY,35˚8.07',129˚9.1',6,B,35,8.07,129,9.1,35.1345,129.1516667,35.1345,129.1516667,6
SY,35˚7.96',129˚9.1',7,B,35,7.96,129,9.1,35.13266667,129.1516667,35.13266667,129.1516667,6
SY,35˚7.85',129˚9.1',8,B,35,7.85,129,9.1,35.13083333,129.1516667,35.13083333,129.1516667,6
SY,35˚7.74',129˚9.1',9,B,35,7.74,129,9.1,35.129,129.1516667,35.129,129.1516667,6
SY,35˚7.63',129˚9.1',10,B,35,7.63,129,9.1,35.12716667,129.1516667,35.12716667,129.1516667,6
SY,35˚7.53',129˚9.1',11,B,35,7.53,129,9.1,35.1255,129.1516667,35.1255,129.1516667,6
SY,35˚7.42',129˚9.1',12,B,35,7.42,129,9.1,35.12366667,129.1516667,35.12366667,129.1516667,6
SY,35˚7.31',129˚9.1',13,B,35,7.31,129,9.1,35.12183333,129.1516667,35.12183333,129.1516667,6
SY,35˚7.2',129˚9.1',14,B,35,7.2,129,9.1,35.12,129.1516667,35.12,129.1516667,6
SY,35˚7.09',129˚9.1',15,B,35,7.09,129,9.1,35.11816667,129.1516667,35.11816667,129.1516667,6
SY,35˚8.61',129˚9.23',1,B,35,8.61,129,9.23,35.1435,129.1538333,35.1435,129.1538333,7
SY,35˚8.5',129˚9.23',2,B,35,8.5,129,9.23,35.14166667,129.1538333,35.14166667,129.1538333,7
SY,35˚8.39',129˚9.23',3,B,35,8.39,129,9.23,35.13983333,129.1538333,35.13983333,129.1538333,7
SY,35˚8.28',129˚9.23',4,B,35,8.28,129,9.23,35.138,129.1538333,35.138,129.1538333,7
SY,35˚8.17',129˚9.23',5,B,35,8.17,129,9.23,35.13616667,129.1538333,35.13616667,129.1538333,7
SY,35˚8.07',129˚9.23',6,B,35,8.07,129,9.23,35.1345,129.1538333,35.1345,129.1538333,7
SY,35˚7.96',129˚9.23',7,B,35,7.96,129,9.23,35.13266667,129.1538333,35.13266667,129.1538333,7
SY,35˚7.85',129˚9.23',8,B,35,7.85,129,9.23,35.13083333,129.1538333,35.13083333,129.1538333,7
SY,35˚7.74',129˚9.23',9,B,35,7.74,129,9.23,35.129,129.1538333,35.129,129.1538333,7
SY,35˚7.63',129˚9.23',10,B,35,7.63,129,9.23,35.12716667,129.1538333,35.12716667,129.1538333,7
SY,35˚7.53',129˚9.23',11,B,35,7.53,129,9.23,35.1255,129.1538333,35.1255,129.1538333,7
SY,35˚7.42',129˚9.23',12,B,35,7.42,129,9.23,35.12366667,129.1538333,35.12366667,129.1538333,7
SY,35˚7.31',129˚9.23',13,B,35,7.31,129,9.23,35.12183333,129.1538333,35.12183333,129.1538333,7
SY,35˚7.2',129˚9.23',14,B,35,7.2,129,9.23,35.12,129.1538333,35.12,129.1538333,7
SY,35˚7.09',129˚9.23',15,B,35,7.09,129,9.23,35.11816667,129.1538333,35.11816667,129.1538333,7
SY,35˚8.61',129˚9.36',1,B,35,8.61,129,9.36,35.1435,129.156,35.1435,129.156,8
SY,35˚8.5',129˚9.36',2,B,35,8.5,129,9.36,35.14166667,129.156,35.14166667,129.156,8
SY,35˚8.39',129˚9.36',3,B,35,8.39,129,9.36,35.13983333,129.156,35.13983333,129.156,8
SY,35˚8.28',129˚9.36',4,B,35,8.28,129,9.36,35.138,129.156,35.138,129.156,8
SY,35˚8.17',129˚9.36',5,B,35,8.17,129,9.36,35.13616667,129.156,35.13616667,129.156,8
SY,35˚8.07',129˚9.36',6,B,35,8.07,129,9.36,35.1345,129.156,35.1345,129.156,8
SY,35˚7.96',129˚9.36',7,B,35,7.96,129,9.36,35.13266667,129.156,35.13266667,129.156,8
SY,35˚7.85',129˚9.36',8,B,35,7.85,129,9.36,35.13083333,129.156,35.13083333,129.156,8
SY,35˚7.74',129˚9.36',9,B,35,7.74,129,9.36,35.129,129.156,35.129,129.156,8
SY,35˚7.63',129˚9.36',10,B,35,7.63,129,9.36,35.12716667,129.156,35.12716667,129.156,8
SY,35˚7.53',129˚9.36',11,B,35,7.53,129,9.36,35.1255,129.156,35.1255,129.156,8
SY,35˚7.42',129˚9.36',12,B,35,7.42,129,9.36,35.12366667,129.156,35.12366667,129.156,8
SY,35˚7.31',129˚9.36',13,B,35,7.31,129,9.36,35.12183333,129.156,35.12183333,129.156,8
SY,35˚7.2',129˚9.36',14,B,35,7.2,129,9.36,35.12,129.156,35.12,129.156,8
SY,35˚7.09',129˚9.36',15,B,35,7.09,129,9.36,35.11816667,129.156,35.11816667,129.156,8
SY,35˚8.61',129˚9.49',1,B,35,8.61,129,9.49,35.1435,129.1581667,35.1435,129.1581667,9
SY,35˚8.5',129˚9.49',2,B,35,8.5,129,9.49,35.14166667,129.1581667,35.14166667,129.1581667,9
SY,35˚8.39',129˚9.49',3,B,35,8.39,129,9.49,35.13983333,129.1581667,35.13983333,129.1581667,9
SY,35˚8.28',129˚9.49',4,B,35,8.28,129,9.49,35.138,129.1581667,35.138,129.1581667,9
SY,35˚8.17',129˚9.49',5,B,35,8.17,129,9.49,35.13616667,129.1581667,35.13616667,129.1581667,9
SY,35˚8.07',129˚9.49',6,B,35,8.07,129,9.49,35.1345,129.1581667,35.1345,129.1581667,9
SY,35˚7.96',129˚9.49',7,B,35,7.96,129,9.49,35.13266667,129.1581667,35.13266667,129.1581667,9
SY,35˚7.85',129˚9.49',8,B,35,7.85,129,9.49,35.13083333,129.1581667,35.13083333,129.1581667,9
SY,35˚7.74',129˚9.49',9,B,35,7.74,129,9.49,35.129,129.1581667,35.129,129.1581667,9
SY,35˚7.63',129˚9.49',10,B,35,7.63,129,9.49,35.12716667,129.1581667,35.12716667,129.1581667,9
SY,35˚7.53',129˚9.49',11,B,35,7.53,129,9.49,35.1255,129.1581667,35.1255,129.1581667,9
SY,35˚7.42',129˚9.49',12,B,35,7.42,129,9.49,35.12366667,129.1581667,35.12366667,129.1581667,9
SY,35˚7.31',129˚9.49',13,B,35,7.31,129,9.49,35.12183333,129.1581667,35.12183333,129.1581667,9
SY,35˚7.2',129˚9.49',14,B,35,7.2,129,9.49,35.12,129.1581667,35.12,129.1581667,9
SY,35˚7.09',129˚9.49',15,B,35,7.09,129,9.49,35.11816667,129.1581667,35.11816667,129.1581667,9
SY,35˚8.61',129˚9.62',1,B,35,8.61,129,9.62,35.1435,129.1603333,35.1435,129.1603333,10
SY,35˚8.5',129˚9.62',2,B,35,8.5,129,9.62,35.14166667,129.1603333,35.14166667,129.1603333,10
SY,35˚8.39',129˚9.62',3,B,35,8.39,129,9.62,35.13983333,129.1603333,35.13983333,129.1603333,10
SY,35˚8.28',129˚9.62',4,B,35,8.28,129,9.62,35.138,129.1603333,35.138,129.1603333,10
SY,35˚8.17',129˚9.62',5,B,35,8.17,129,9.62,35.13616667,129.1603333,35.13616667,129.1603333,10
SY,35˚8.07',129˚9.62',6,B,35,8.07,129,9.62,35.1345,129.1603333,35.1345,129.1603333,10
SY,35˚7.96',129˚9.62',7,B,35,7.96,129,9.62,35.13266667,129.1603333,35.13266667,129.1603333,10
SY,35˚7.85',129˚9.62',8,B,35,7.85,129,9.62,35.13083333,129.1603333,35.13083333,129.1603333,10
SY,35˚7.74',129˚9.62',9,B,35,7.74,129,9.62,35.129,129.1603333,35.129,129.1603333,10
SY,35˚7.63',129˚9.62',10,B,35,7.63,129,9.62,35.12716667,129.1603333,35.12716667,129.1603333,10
SY,35˚7.53',129˚9.62',11,B,35,7.53,129,9.62,35.1255,129.1603333,35.1255,129.1603333,10
SY,35˚7.42',129˚9.62',12,B,35,7.42,129,9.62,35.12366667,129.1603333,35.12366667,129.1603333,10
SY,35˚7.31',129˚9.62',13,B,35,7.31,129,9.62,35.12183333,129.1603333,35.12183333,129.1603333,10
SY,35˚7.2',129˚9.62',14,B,35,7.2,129,9.62,35.12,129.1603333,35.12,129.1603333,10
SY,35˚7.09',129˚9.62',15,B,35,7.09,129,9.62,35.11816667,129.1603333,35.11816667,129.1603333,10
SY,35˚8.61',129˚9.76',1,C,35,8.61,129,9.76,35.1435,129.1626667,35.1435,129.1626667,11
SY,35˚8.5',129˚9.76',2,C,35,8.5,129,9.76,35.14166667,129.1626667,35.14166667,129.1626667,11
SY,35˚8.39',129˚9.76',3,C,35,8.39,129,9.76,35.13983333,129.1626667,35.13983333,129.1626667,11
SY,35˚8.28',129˚9.76',4,C,35,8.28,129,9.76,35.138,129.1626667,35.138,129.1626667,11
SY,35˚8.17',129˚9.76',5,C,35,8.17,129,9.76,35.13616667,129.1626667,35.13616667,129.1626667,11
SY,35˚8.07',129˚9.76',6,C,35,8.07,129,9.76,35.1345,129.1626667,35.1345,129.1626667,11
SY,35˚7.96',129˚9.76',7,C,35,7.96,129,9.76,35.13266667,129.1626667,35.13266667,129.1626667,11
SY,35˚7.85',129˚9.76',8,C,35,7.85,129,9.76,35.13083333,129.1626667,35.13083333,129.1626667,11
SY,35˚7.74',129˚9.76',9,C,35,7.74,129,9.76,35.129,129.1626667,35.129,129.1626667,11
SY,35˚7.63',129˚9.76',10,C,35,7.63,129,9.76,35.12716667,129.1626667,35.12716667,129.1626667,11
SY,35˚7.53',129˚9.76',11,C,35,7.53,129,9.76,35.1255,129.1626667,35.1255,129.1626667,11
SY,35˚7.42',129˚9.76',12,C,35,7.42,129,9.76,35.12366667,129.1626667,35.12366667,129.1626667,11
SY,35˚7.31',129˚9.76',13,C,35,7.31,129,9.76,35.12183333,129.1626667,35.12183333,129.1626667,11
SY,35˚7.2',129˚9.76',14,C,35,7.2,129,9.76,35.12,129.1626667,35.12,129.1626667,11
SY,35˚7.09',129˚9.76',15,C,35,7.09,129,9.76,35.11816667,129.1626667,35.11816667,129.1626667,11
SY,35˚8.61',129˚9.89',1,C,35,8.61,129,9.89,35.1435,129.1648333,35.1435,129.1648333,12
SY,35˚8.5',129˚9.89',2,C,35,8.5,129,9.89,35.14166667,129.1648333,35.14166667,129.1648333,12
SY,35˚8.39',129˚9.89',3,C,35,8.39,129,9.89,35.13983333,129.1648333,35.13983333,129.1648333,12
SY,35˚8.28',129˚9.89',4,C,35,8.28,129,9.89,35.138,129.1648333,35.138,129.1648333,12
SY,35˚8.17',129˚9.89',5,C,35,8.17,129,9.89,35.13616667,129.1648333,35.13616667,129.1648333,12
SY,35˚8.07',129˚9.89',6,C,35,8.07,129,9.89,35.1345,129.1648333,35.1345,129.1648333,12
SY,35˚7.96',129˚9.89',7,C,35,7.96,129,9.89,35.13266667,129.1648333,35.13266667,129.1648333,12
SY,35˚7.85',129˚9.89',8,C,35,7.85,129,9.89,35.13083333,129.1648333,35.13083333,129.1648333,12
SY,35˚7.74',129˚9.89',9,C,35,7.74,129,9.89,35.129,129.1648333,35.129,129.1648333,12
SY,35˚7.63',129˚9.89',10,C,35,7.63,129,9.89,35.12716667,129.1648333,35.12716667,129.1648333,12
SY,35˚7.53',129˚9.89',11,C,35,7.53,129,9.89,35.1255,129.1648333,35.1255,129.1648333,12
SY,35˚7.42',129˚9.89',12,C,35,7.42,129,9.89,35.12366667,129.1648333,35.12366667,129.1648333,12
SY,35˚7.31',129˚9.89',13,C,35,7.31,129,9.89,35.12183333,129.1648333,35.12183333,129.1648333,12
SY,35˚7.2',129˚9.89',14,C,35,7.2,129,9.89,35.12,129.1648333,35.12,129.1648333,12
SY,35˚7.09',129˚9.89',15,C,35,7.09,129,9.89,35.11816667,129.1648333,35.11816667,129.1648333,12
SY,35˚8.61',129˚10.02',1,C,35,8.61,129,10.02,35.1435,129.167,35.1435,129.167,13
SY,35˚8.5',129˚10.02',2,C,35,8.5,129,10.02,35.14166667,129.167,35.14166667,129.167,13
SY,35˚8.39',129˚10.02',3,C,35,8.39,129,10.02,35.13983333,129.167,35.13983333,129.167,13
SY,35˚8.28',129˚10.02',4,C,35,8.28,129,10.02,35.138,129.167,35.138,129.167,13
SY,35˚8.17',129˚10.02',5,C,35,8.17,129,10.02,35.13616667,129.167,35.13616667,129.167,13
SY,35˚8.07',129˚10.02',6,C,35,8.07,129,10.02,35.1345,129.167,35.1345,129.167,13
SY,35˚7.96',129˚10.02',7,C,35,7.96,129,10.02,35.13266667,129.167,35.13266667,129.167,13
SY,35˚7.85',129˚10.02',8,C,35,7.85,129,10.02,35.13083333,129.167,35.13083333,129.167,13
SY,35˚7.74',129˚10.02',9,C,35,7.74,129,10.02,35.129,129.167,35.129,129.167,13
SY,35˚7.63',129˚10.02',10,C,35,7.63,129,10.02,35.12716667,129.167,35.12716667,129.167,13
SY,35˚7.53',129˚10.02',11,C,35,7.53,129,10.02,35.1255,129.167,35.1255,129.167,13
SY,35˚7.42',129˚10.02',12,C,35,7.42,129,10.02,35.12366667,129.167,35.12366667,129.167,13
SY,35˚7.31',129˚10.02',13,C,35,7.31,129,10.02,35.12183333,129.167,35.12183333,129.167,13
SY,35˚7.2',129˚10.02',14,C,35,7.2,129,10.02,35.12,129.167,35.12,129.167,13
SY,35˚7.09',129˚10.02',15,C,35,7.09,129,10.02,35.11816667,129.167,35.11816667,129.167,13
SY,35˚8.61',129˚10.15',1,C,35,8.61,129,10.15,35.1435,129.1691667,35.1435,129.1691667,14
SY,35˚8.5',129˚10.15',2,C,35,8.5,129,10.15,35.14166667,129.1691667,35.14166667,129.1691667,14
SY,35˚8.39',129˚10.15',3,C,35,8.39,129,10.15,35.13983333,129.1691667,35.13983333,129.1691667,14
SY,35˚8.28',129˚10.15',4,C,35,8.28,129,10.15,35.138,129.1691667,35.138,129.1691667,14
SY,35˚8.17',129˚10.15',5,C,35,8.17,129,10.15,35.13616667,129.1691667,35.13616667,129.1691667,14
SY,35˚8.07',129˚10.15',6,C,35,8.07,129,10.15,35.1345,129.1691667,35.1345,129.1691667,14
SY,35˚7.96',129˚10.15',7,C,35,7.96,129,10.15,35.13266667,129.1691667,35.13266667,129.1691667,14
SY,35˚7.85',129˚10.15',8,C,35,7.85,129,10.15,35.13083333,129.1691667,35.13083333,129.1691667,14
SY,35˚7.74',129˚10.15',9,C,35,7.74,129,10.15,35.129,129.1691667,35.129,129.1691667,14
SY,35˚7.63',129˚10.15',10,C,35,7.63,129,10.15,35.12716667,129.1691667,35.12716667,129.1691667,14
SY,35˚7.53',129˚10.15',11,C,35,7.53,129,10.15,35.1255,129.1691667,35.1255,129.1691667,14
SY,35˚7.42',129˚10.15',12,C,35,7.42,129,10.15,35.12366667,129.1691667,35.12366667,129.1691667,14
SY,35˚7.31',129˚10.15',13,C,35,7.31,129,10.15,35.12183333,129.1691667,35.12183333,129.1691667,14
SY,35˚7.2',129˚10.15',14,C,35,7.2,129,10.15,35.12,129.1691667,35.12,129.1691667,14
SY,35˚7.09',129˚10.15',15,C,35,7.09,129,10.15,35.11816667,129.1691667,35.11816667,129.1691667,14
SY,35˚8.61',129˚10.28',1,C,35,8.61,129,10.28,35.1435,129.1713333,35.1435,129.1713333,15
SY,35˚8.5',129˚10.28',2,C,35,8.5,129,10.28,35.14166667,129.1713333,35.14166667,129.1713333,15
SY,35˚8.39',129˚10.28',3,C,35,8.39,129,10.28,35.13983333,129.1713333,35.13983333,129.1713333,15
SY,35˚8.28',129˚10.28',4,C,35,8.28,129,10.28,35.138,129.1713333,35.138,129.1713333,15
SY,35˚8.17',129˚10.28',5,C,35,8.17,129,10.28,35.13616667,129.1713333,35.13616667,129.1713333,15
SY,35˚8.07',129˚10.28',6,C,35,8.07,129,10.28,35.1345,129.1713333,35.1345,129.1713333,15
SY,35˚7.96',129˚10.28',7,C,35,7.96,129,10.28,35.13266667,129.1713333,35.13266667,129.1713333,15
SY,35˚7.85',129˚10.28',8,C,35,7.85,129,10.28,35.13083333,129.1713333,35.13083333,129.1713333,15
SY,35˚7.74',129˚10.28',9,C,35,7.74,129,10.28,35.129,129.1713333,35.129,129.1713333,15
SY,35˚7.63',129˚10.28',10,C,35,7.63,129,10.28,35.12716667,129.1713333,35.12716667,129.1713333,15
SY,35˚7.53',129˚10.28',11,C,35,7.53,129,10.28,35.1255,129.1713333,35.1255,129.1713333,15
SY,35˚7.42',129˚10.28',12,C,35,7.42,129,10.28,35.12366667,129.1713333,35.12366667,129.1713333,15
SY,35˚7.31',129˚10.28',13,C,35,7.31,129,10.28,35.12183333,129.1713333,35.12183333,129.1713333,15
SY,35˚7.2',129˚10.28',14,C,35,7.2,129,10.28,35.12,129.1713333,35.12,129.1713333,15
SY,35˚7.09',129˚10.28',15,C,35,7.09,129,10.28,35.11816667,129.1713333,35.11816667,129.1713333,15
